CaseTypeID,Name,Descr,RequestTypeID,IsEnabled,CalendarTypeID,ReportGroupingID,RegulatoryProcedureTypeID,DefaultPriorityCasePriorityTypeID,DefaultCaseRiskRatingRequired,DefaultCaseRiskRatingReferenceID,RegulatedItemInstantiationTypeID,RegulatoryInstrumentNumberPrefix,CaseTypeGroupVersionNumber,CaseTypeVersionNumber,CaseTypeVersionStatusID,DataSetID,CaseTypeModifiedBy,CaseTypeModifiedDate,ConcurrencyRowVersion,ManagementCommitteeReportTableTypeID,SpcTypeID,InterfaceBehaviourID,ReportGroupingLevelTwoID,ReportGroupingLevelThreeID
3340,Marketing Status Notification,Marketing Status Notification,10,1,2,4,4,3,1,5,2,VPA,43,7,2,1,96,45:55.3,0x0000000006D61A4A,7,NULL,NULL,NULL,NULL
3341,Suspected adverse event,Suspected adverse event,10,1,2,4,4,3,1,5,2,VPA,74,4,2,1,96,47:03.1,0x0000000006D61A9A,7,NULL,NULL,NULL,NULL
3342,New - Centralised as Co-rapp,New - Centralised as Co-rapp,6,1,2,5,1,3,1,5,1,,106,7,3,1,96,49:29.2,0x000000000797AE5F,7,NULL,NULL,NULL,NULL
3343,Cent Variation Type II as Rapp (60 day),Cent Variation Type II as Rapp (60 day),13,1,2,11,1,3,1,5,2,,91,6,2,1,96,51:32.5,0x0000000006D61B82,7,NULL,NULL,NULL,NULL
3344,Transfer - Centralised,Transfer - Centralised,12,1,2,13,1,3,1,5,2,,161,4,2,1,96,52:26.6,0x0000000006D61BB1,7,NULL,NULL,NULL,NULL
3345,Centralised Variation as MS,Centralised Variation as MS,13,1,2,11,1,3,1,5,2,,86,5,2,1,96,53:33.1,0x0000000006D61BF3,7,NULL,NULL,NULL,NULL
3346,MR Renewal as RMS ,MR Renewal as RMS ,8,1,2,10,3,NULL,1,NULL,2,PA,318,1,3,5,289,29:28.6,0x0000000007610E01,12,NULL,NULL,NULL,NULL
3347,Pre submission,Pre submission,6,1,2,14,3,NULL,1,NULL,1,PA,319,1,3,5,294,38:44.7,0x000000000763A729,7,NULL,NULL,NULL,NULL
3348,Herbal Renewal ,Herbal Renewal ,8,1,2,10,4,NULL,1,NULL,2,TR,320,1,3,5,289,57:34.0,0x0000000007610B39,15,NULL,NULL,NULL,NULL
3349,Homeopathic Renewal ,Homeopathic Renewal ,8,1,2,10,4,NULL,1,NULL,2,HOR,321,1,3,5,289,02:33.2,0x0000000007639AC3,14,NULL,NULL,NULL,NULL
3350,National Renewal ,National Renewal ,8,1,2,10,4,NULL,1,NULL,2,PA,322,1,3,5,96,08:31.5,0x0000000007610EBD,11,NULL,NULL,NULL,NULL
3351,MR Worksharing Variation as RMS,MR Worksharing Variation as RMS,13,1,2,11,3,NULL,1,NULL,2,PA,323,1,3,5,289,54:20.7,0x000000000764FD12,7,NULL,NULL,NULL,NULL
3352,National Worksharing Variation as CMS ,National Worksharing Variation as CMS ,13,1,2,11,50,NULL,1,NULL,2,PA,324,1,3,5,281,54:13.0,0x000000000763952F,7,NULL,NULL,NULL,NULL
3353,National Worksharing Variation as RMS ,National Worksharing Variation as RMS ,13,1,2,11,4,NULL,1,NULL,2,PA,325,1,3,5,289,44:45.2,0x000000000772D6F8,7,NULL,NULL,NULL,NULL
3354,National Variation Worksharing (60 Day),National Variation Worksharing (60 Day),13,1,2,11,4,3,1,5,2,VPA,119,9,3,1,90,07:29.9,0x0000000007A1BE7F,7,NULL,NULL,NULL,NULL
3355,MR Variation Worksharing as CMS (60 day),MR Variation Worksharing as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,80,14,3,1,90,19:43.8,0x000000000717885F,7,NULL,NULL,NULL,NULL
3356,MR Variation Type IB as CMS,MR Variation Type IB as CMS,13,1,2,11,3,3,1,5,2,VPA,29,16,3,1,90,01:46.1,0x0000000006E51185,7,NULL,NULL,NULL,NULL
3357,Interchangeable Assessment Update,Interchangeable Assessment Update,6,1,2,4,50,NULL,1,NULL,2,IC,326,1,1,5,106,17:05.9,0x0000000007C78A1F,7,NULL,NULL,NULL,NULL
3358,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,21,2,1,80,44:18.1,0x0000000006E2E96B,7,NULL,NULL,NULL,NULL
3359,MR Variation Type IB as RMS,MR Variation Type IB as RMS,13,1,2,11,3,3,1,5,2,VPA,52,17,2,1,90,55:05.0,0x0000000006E38938,7,NULL,NULL,NULL,NULL
3360,New - Centralised as Rapp,New - Centralised as Rapp,6,1,2,5,1,3,1,5,1,,32,10,3,1,80,54:11.1,0x000000000797AA9B,7,NULL,NULL,NULL,NULL
3361,New - Centralised as Co-rapp,New - Centralised as Co-rapp,6,1,2,5,1,3,1,5,1,,106,8,2,1,80,07:07.1,0x000000000797AE60,7,NULL,NULL,NULL,NULL
3362,MR Variation Type IB as CMS,MR Variation Type IB as CMS,13,1,2,11,3,3,1,5,2,VPA,29,17,3,1,90,00:53.5,0x0000000006EC4B54,7,NULL,NULL,NULL,NULL
3363,MR Variation Type II as CMS (60 day),MR Variation Type II as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,96,13,3,1,90,18:50.9,0x00000000071788CA,7,NULL,NULL,NULL,NULL
3364,Clinical Investigation,Clinical Investigation,6,1,2,14,4,NULL,1,NULL,1,CI,327,1,3,5,294,36:58.1,0x000000000764F617,7,NULL,NULL,NULL,NULL
3365,Clinical Investigation Amendment,Clinical Investigation Amendment,13,1,2,14,4,NULL,1,NULL,2,CI,328,1,3,5,294,37:41.0,0x000000000764F65A,7,NULL,NULL,NULL,NULL
3366,CI Suspended,CI Suspended,10,1,2,14,4,NULL,1,NULL,2,CI,329,1,3,5,289,04:32.5,0x00000000076450C5,7,NULL,NULL,NULL,NULL
3367,CI Terminated,CI Terminated,10,1,2,14,4,NULL,1,NULL,2,CI,330,1,3,5,294,34:57.9,0x00000000078D5A7C,7,NULL,NULL,NULL,NULL
3368,CAP Renewal as PRAC Rapp,CAP Renewal as PRAC Rapp,8,1,2,10,1,NULL,1,NULL,2,,243,2,2,5,408,20:48.1,0x0000000006FE646B,7,NULL,NULL,NULL,NULL
3369,CAP Variation Type IB as PRAC Rapp,CAP Variation Type IB as PRAC Rapp,13,1,2,11,1,NULL,1,NULL,2,NULL,295,2,2,5,408,49:19.0,0x0000000006FE6444,7,NULL,NULL,NULL,NULL
3370,CAP Variation Type II as MS (90 Day),CAP Variation Type II as MS (90 Day),13,1,2,11,1,NULL,1,NULL,2,,203,2,3,5,96,58:36.6,0x00000000078FF5B6,7,NULL,NULL,NULL,NULL
3371,CAP Variation Type II as MS (30 Day),CAP Variation Type II as MS (30 Day),13,1,2,11,1,NULL,1,NULL,2,,196,2,3,5,93,21:41.2,0x00000000078FF4FC,7,NULL,NULL,NULL,NULL
3372,MR Renewal as CMS,MR Renewal as CMS,8,1,2,10,3,3,1,5,2,VPA,115,11,3,1,90,43:47.9,0x0000000006F66414,4,NULL,NULL,NULL,NULL
3373,MR Variation Type IB as CMS,MR Variation Type IB as CMS,13,1,2,11,3,3,1,5,2,VPA,29,18,3,1,90,18:23.1,0x0000000007178782,7,NULL,NULL,NULL,NULL
3374,MR Renewal as CMS,MR Renewal as CMS,8,1,2,10,3,3,1,5,2,VPA,115,12,3,1,90,57:01.1,0x00000000078FE63C,4,NULL,NULL,NULL,NULL
3375,CAP Variation Type II as MS (60 Day),CAP Variation Type II as MS (60 Day),13,1,2,11,1,NULL,1,NULL,2,,181,2,3,5,289,33:28.4,0x000000000772CF4C,7,NULL,NULL,NULL,NULL
3376,New PIP Rapp,New PIP Rapp,6,1,2,4,1,NULL,1,NULL,1,,331,1,3,5,289,21:40.6,0x000000000772CFA4,7,NULL,NULL,NULL,NULL
3377,Homeopathic Variation Type IA,Homeopathic Variation Type IA,13,1,2,11,4,NULL,1,NULL,2,HOR,332,1,3,5,289,21:57.7,0x0000000007611127,7,NULL,NULL,NULL,NULL
3378,MR Variation Type IB as CMS,MR Variation Type IB as CMS,13,1,2,11,3,3,1,5,2,VPA,29,19,2,1,90,18:24.0,0x0000000007178783,7,NULL,NULL,NULL,NULL
3379,National Renewal,National Renewal,8,1,2,10,4,3,1,5,2,VPA,120,9,3,1,90,22:09.2,0x000000000797AA05,3,NULL,NULL,NULL,NULL
3380,MR Variation Worksharing as CMS (60 day),MR Variation Worksharing as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,80,15,2,1,90,25:42.1,0x0000000007178860,7,NULL,NULL,NULL,NULL
3381,MR Variation Type II as CMS (60 day),MR Variation Type II as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,96,14,2,1,90,27:00.3,0x00000000071788CB,7,NULL,NULL,NULL,NULL
3382,National Variation Type II (60 day),National Variation Type II (60 day),13,1,2,11,4,3,1,5,2,VPA,54,9,2,1,90,28:29.0,0x0000000007178934,7,NULL,NULL,NULL,NULL
3383,National Variation Type IA,National Variation Type IA,13,1,2,11,4,NULL,1,NULL,2,PA,272,2,3,5,96,41:19.8,0x000000000915F75D,7,NULL,NULL,NULL,NULL
3384,Interchangeable Assessment New ,Interchangeable Assessment New ,6,1,2,4,50,NULL,1,NULL,1,NULL,259,2,3,5,106,53:34.1,0x000000000764F8A5,16,NULL,NULL,NULL,NULL
3385,Interchangeable Assessment Review  ,Interchangeable Assessment Review  ,6,1,2,4,50,NULL,1,NULL,2,NULL,260,2,3,5,106,54:13.2,0x000000000763929C,17,NULL,NULL,NULL,NULL
3386,Extension as RMS (DCP - Existing),Extension as RMS (DCP - Existing),6,1,2,5,2,3,1,5,2,VPA,333,1,3,1,80,24:23.1,0x0000000007639F6E,7,NULL,NULL,NULL,NULL
3387,New CAP as CHMP RappCoRapp,New CAP as CHMP RappCoRapp,6,1,2,5,1,NULL,1,NULL,1,NULL,255,2,3,5,106,19:37.8,0x000000000772D196,7,NULL,NULL,NULL,NULL
3388,New CAP as MS,New CAP as MS,6,1,2,5,1,1,1,5,1,,179,2,3,5,289,44:57.9,0x0000000007BE8D0D,7,NULL,NULL,NULL,NULL
3389,New CAP as CHMP RappCoRapp (Informed Consent) ,New CAP as CHMP RappCoRapp (Informed Consent) ,6,1,2,5,1,NULL,1,NULL,1,,209,2,3,5,281,41:47.7,0x00000000078FFCF3,7,NULL,NULL,NULL,NULL
3390,"New - Centralised as MS, IE Peer Review","New - Centralised as MS, IE Peer Review",6,1,2,5,1,3,1,5,1,,334,1,2,1,80,00:09.7,0x000000000755DABF,7,NULL,NULL,NULL,NULL
3391,New - Centralised as MS,New - Centralised as MS,6,1,2,5,1,3,1,5,1,,104,7,2,1,80,00:03.0,0x000000000755DAC1,7,NULL,NULL,NULL,NULL
3392,New CAP Reexamination,New CAP Reexamination,6,1,2,5,1,NULL,1,NULL,1,,251,2,2,5,281,48:48.1,0x000000000772D2A5,7,NULL,NULL,NULL,NULL
3393,New CAP as CHMP as MS (Informed Consent),New CAP as CHMP as MS (Informed Consent),6,1,2,5,1,NULL,1,NULL,1,,208,2,3,5,281,40:56.9,0x0000000007BE8DB7,7,NULL,NULL,NULL,NULL
3394,New - National,New - National,6,1,2,5,4,3,1,NULL,1,VPA,26,21,3,1,80,12:47.9,0x0000000008A58922,1,NULL,NULL,NULL,NULL
3395,PSUR - MR as RMS,PSUR - MR as RMS,10,1,2,9,3,3,1,5,2,VPA,9,11,3,1,80,35:36.6,0x0000000007610799,7,NULL,NULL,NULL,NULL
3396,MR Variation Type IB as CMS Exp,MR Variation Type IB as CMS Exp,13,1,2,11,3,3,1,5,2,PA,165,2,3,5,106,23:29.0,0x000000000776AD1A,7,NULL,NULL,NULL,NULL
3397,CT DSUR,CT DSUR,6,1,2,14,4,NULL,1,NULL,2,CT,173,2,3,5,106,37:41.3,0x000000000764F681,7,NULL,NULL,NULL,NULL
3398,MR Variation Type IA as CMS,MR Variation Type IA as CMS,13,1,2,11,3,NULL,1,NULL,2,NULL,289,2,3,5,106,08:45.4,0x000000000776ACE7,7,NULL,NULL,NULL,NULL
3399,MR Variation Type IA as CMS Exp,MR Variation Type IA as CMS Exp,13,1,2,11,3,3,1,NULL,2,PA,172,2,3,5,106,11:13.1,0x000000000776AD07,7,NULL,NULL,NULL,NULL
3400,PAM as PRAC Rapp/Lead MS ,PAM as PRAC Rapp/Lead MS ,10,1,2,-999,50,NULL,1,NULL,2,NULL,308,2,3,5,106,27:20.5,0x0000000007B00F03,7,NULL,NULL,NULL,NULL
3401,MR Variation Type IA as RMS,MR Variation Type IA as RMS,13,1,2,11,3,NULL,1,NULL,2,NULL,290,2,3,5,106,32:01.1,0x000000000776AD14,7,NULL,NULL,NULL,NULL
3402,PSUSA as PRAC Rapp/Lead MS,PSUSA as PRAC Rapp/Lead MS,10,1,2,9,50,NULL,1,NULL,2,NULL,292,2,2,5,106,37:31.7,0x00000000075FBD30,7,NULL,NULL,NULL,NULL
3403,Scientific Advice - SAWP,Scientific Advice - SAWP,1,1,2,4,1,NULL,1,NULL,2,NULL,241,2,3,5,106,40:14.5,0x000000000772D0B9,7,NULL,NULL,NULL,NULL
3404,Article 45 Paediatic Study as MS,Article 45 Paediatic Study as MS,13,1,2,11,4,NULL,1,NULL,2,NULL,221,2,3,5,106,46:22.6,0x0000000007B00D1F,7,NULL,NULL,NULL,NULL
3405,CAP WS Variation CHMP MS (60 Day),CAP WS Variation CHMP MS (60 Day),13,1,2,11,1,NULL,1,NULL,2,,199,2,3,5,106,02:43.7,0x00000000078FF937,7,NULL,NULL,NULL,NULL
3406,MR Variation Type IB as CMS,MR Variation Type IB as CMS,13,1,2,11,3,3,1,5,2,PA,176,2,3,5,106,26:22.8,0x0000000007639257,7,NULL,NULL,NULL,NULL
3407,MR Renewal as CMS,MR Renewal as CMS,8,1,2,10,3,3,1,5,2,PA,170,2,3,5,289,29:07.9,0x00000000076106A8,12,NULL,NULL,NULL,NULL
3408,MR Variation Type IB as RMS,MR Variation Type IB as RMS,13,1,2,11,3,NULL,1,NULL,2,NULL,291,2,3,5,106,27:22.1,0x000000000776AD1E,7,NULL,NULL,NULL,NULL
3409,New National,New National,6,1,2,5,4,1,1,5,1,PA,178,2,3,5,289,39:03.4,0x000000000763A584,9,NULL,NULL,NULL,NULL
3410,New DCP as CMS,New DCP as CMS,6,1,2,5,2,1,1,5,1,PA,167,2,3,5,289,44:30.3,0x00000000075FC40F,10,NULL,NULL,NULL,NULL
3411,New DCP as CMS,New DCP as CMS,6,1,2,5,2,1,1,5,1,PA,167,3,3,5,289,52:01.6,0x000000000763A1D7,10,NULL,NULL,NULL,NULL
3412,New PPA,New PPA,6,1,2,5,4,NULL,1,NULL,1,PPA,234,2,3,5,289,55:11.7,0x000000000763A58E,7,NULL,NULL,NULL,NULL
3413,PASS Report as PRAC  MS/CMS,PASS Report as PRAC  MS/CMS,10,1,1,-999,50,NULL,1,NULL,2,NULL,201,2,3,5,106,01:33.7,0x00000000075FC547,7,NULL,NULL,NULL,NULL
3414,PASS Report as PRAC Rapp/Lead MS,PASS Report as PRAC Rapp/Lead MS,10,1,2,-999,50,NULL,1,NULL,2,NULL,314,2,2,5,106,03:06.3,0x00000000075FC503,7,NULL,NULL,NULL,NULL
3415,PASS Report as PRAC  MS/CMS,PASS Report as PRAC  MS/CMS,10,1,1,-999,50,NULL,1,NULL,2,NULL,201,3,2,5,106,04:32.1,0x00000000075FC548,7,NULL,NULL,NULL,NULL
3416,New CT,New CT,6,1,2,5,50,NULL,1,NULL,1,CT,189,2,3,5,289,52:47.0,0x000000000764F7E9,7,NULL,NULL,NULL,NULL
3417,Transfer ,Transfer ,12,1,2,13,50,NULL,1,NULL,2,PA,247,2,3,5,289,54:49.0,0x000000000763A7A8,13,NULL,NULL,NULL,NULL
3418,MR Renewal as CMS,MR Renewal as CMS,8,1,2,10,3,3,1,5,2,PA,170,3,3,5,289,57:48.4,0x000000000764F38B,12,NULL,NULL,NULL,NULL
3419,MR Variation Type IB as CMS,MR Variation Type IB as CMS,13,1,2,11,3,3,1,5,2,PA,176,3,3,5,289,33:04.4,0x000000000764FC9F,7,NULL,NULL,NULL,NULL
3420,PSUR - MR as RMS,PSUR - MR as RMS,10,1,2,9,3,3,1,5,2,VPA,9,12,3,1,80,38:04.9,0x00000000078D4BDA,7,NULL,NULL,NULL,NULL
3421,MR Renewal as RMS ,MR Renewal as RMS ,8,1,2,10,3,NULL,1,NULL,2,PA,318,2,3,5,90,38:25.9,0x000000000764F3BF,12,NULL,NULL,NULL,NULL
3422,CAP Variation Type II as CHMP RappCoRapp (30 Day),CAP Variation Type II as CHMP RappCoRapp (30 Day),13,1,2,11,1,NULL,1,NULL,2,NULL,237,2,3,5,281,42:17.6,0x000000000772CE3F,7,NULL,NULL,NULL,NULL
3423,Marketing Status Notification ,Marketing Status Notification ,10,1,2,4,50,NULL,1,NULL,2,PA,186,2,2,5,90,45:06.1,0x0000000007610E66,7,NULL,NULL,NULL,NULL
3424,National Renewal ,National Renewal ,8,1,2,10,4,NULL,1,NULL,2,PA,322,2,3,5,90,55:29.9,0x000000000764F3D8,11,NULL,NULL,NULL,NULL
3425,Homeopathic Renewal ,Homeopathic Renewal ,8,1,2,10,4,NULL,1,NULL,2,HOR,321,2,3,5,282,20:28.0,0x000000000764DC77,14,NULL,NULL,NULL,NULL
3426,CAP Variation Type II as CHMP RappCoRapp (60 Day),CAP Variation Type II as CHMP RappCoRapp (60 Day),13,1,2,11,1,NULL,1,NULL,2,NULL,216,2,3,5,281,58:11.2,0x000000000772CE9B,7,NULL,NULL,NULL,NULL
3427,CAP Variation Type II as CHMP RappCoRapp (90 Day),CAP Variation Type II as CHMP RappCoRapp (90 Day),13,1,2,11,1,NULL,1,NULL,2,NULL,232,2,3,5,281,58:47.1,0x000000000772CEF6,7,NULL,NULL,NULL,NULL
3428,Article 30 CHMP referral as MS,Article 30 CHMP referral as MS,13,1,2,11,1,NULL,1,NULL,2,NULL,204,2,3,5,281,00:09.4,0x0000000007B00D09,7,NULL,NULL,NULL,NULL
3429,Article 30 CHMP referral as RappCoRapp,Article 30 CHMP referral as RappCoRapp,13,1,2,11,1,NULL,1,NULL,2,NULL,205,2,3,5,281,00:53.1,0x0000000007B00D11,7,NULL,NULL,NULL,NULL
3430,Article 31 CHMP referral as MS,Article 31 CHMP referral as MS,13,1,2,11,1,NULL,1,NULL,2,NULL,206,2,3,5,281,01:26.7,0x0000000007B00D18,7,NULL,NULL,NULL,NULL
3431,Article 31 CHMP referral as RappCoRapp,Article 31 CHMP referral as RappCoRapp,13,1,2,11,1,NULL,1,NULL,2,NULL,207,2,2,5,281,01:58.1,0x0000000007611096,7,NULL,NULL,NULL,NULL
3432,Homeopathic Variation,Homeopathic Variation,13,1,2,11,4,NULL,1,NULL,2,HOR,332,2,3,5,281,16:09.0,0x000000000764C5E6,7,NULL,NULL,NULL,NULL
3433,Interchangeable Assessment Review  ,Interchangeable Assessment Review  ,6,1,2,4,50,NULL,1,NULL,2,,260,3,3,5,289,36:03.2,0x000000000764F8B7,17,NULL,NULL,NULL,NULL
3434,MR Worksharing Variation as CMS,MR Worksharing Variation as CMS,13,1,2,11,3,NULL,1,NULL,2,PA,180,2,2,5,289,37:32.1,0x000000000764FD07,7,NULL,NULL,NULL,NULL
3435,National Worksharing Variation as CMS ,National Worksharing Variation as CMS ,13,1,2,11,50,NULL,1,NULL,2,PA,324,2,3,5,289,39:20.1,0x000000000772D6A5,7,NULL,NULL,NULL,NULL
3436,MR DCP Split Merge,MR DCP Split Merge,10,1,2,-999,50,NULL,1,NULL,2,PA,281,2,3,5,282,40:46.2,0x0000000007B00EB5,7,NULL,NULL,NULL,NULL
3437,Extension as RMS (DCP - Existing),Extension as RMS (DCP - Existing),6,1,2,11,2,3,1,5,2,VPA,333,2,3,1,80,45:42.6,0x000000000763A05D,7,NULL,NULL,NULL,NULL
3438,Extension as CMS (DCP - Existing),Extension as CMS (DCP - Existing),13,1,2,11,2,1,1,5,2,VPA,335,1,2,1,80,46:50.0,0x000000000763A062,7,NULL,NULL,NULL,NULL
3439,PA Reinstatement,PA Reinstatement,-999,1,2,4,50,NULL,1,NULL,2,NULL,336,1,3,5,282,18:17.8,0x0000000007B00EE4,7,NULL,NULL,NULL,NULL
3440,Extension as RMS (DCP - Existing),Extension as RMS (DCP - Existing),13,1,2,11,2,3,1,5,2,VPA,333,3,2,1,80,47:29.3,0x000000000763A05E,7,NULL,NULL,NULL,NULL
3441,CAP Variation as MS,CAP Variation as MS,13,1,2,11,1,NULL,1,NULL,2,NULL,337,1,3,5,282,29:41.5,0x00000000078FF463,7,NULL,NULL,NULL,NULL
3442,New DCP as CMS,New DCP as CMS,6,1,2,5,2,1,1,5,1,PA,167,4,2,5,282,58:08.2,0x000000000763A1D8,10,NULL,NULL,NULL,NULL
3443,New MR as CMS,New MR as CMS,6,1,2,5,3,NULL,1,NULL,1,PA,236,2,3,5,282,03:28.8,0x00000000078D51AC,10,NULL,NULL,NULL,NULL
3444,New DCP as RMS,New DCP as RMS,6,1,2,5,2,1,1,5,1,PA,284,2,3,5,282,07:27.3,0x00000000078D561B,10,NULL,NULL,NULL,NULL
3445,New DPR,New DPR,6,1,2,5,-999,NULL,1,NULL,1,DPR,250,2,2,5,282,08:00.2,0x000000000763A3FF,7,NULL,NULL,NULL,NULL
3446,New Herbal,New Herbal,6,1,2,5,50,1,1,5,1,TR,182,2,3,5,282,08:40.6,0x00000000078D5191,15,NULL,NULL,NULL,NULL
3447,New Homeopathic National Rules,New Homeopathic National Rules,6,1,2,5,50,1,1,5,1,HOA,240,2,3,5,282,09:41.9,0x00000000078D5197,14,NULL,NULL,NULL,NULL
3448,New Homeopathic Registration,New Homeopathic Registration,6,1,2,5,50,1,1,5,1,HOR,252,2,3,5,282,10:28.4,0x00000000078D51A8,14,NULL,NULL,NULL,NULL
3449,New National,New National,6,1,2,5,4,1,1,5,1,PA,178,3,2,5,282,14:06.6,0x000000000763A585,9,NULL,NULL,NULL,NULL
3450,New PPA,New PPA,6,1,2,5,4,NULL,1,NULL,1,PPA,234,3,3,5,282,14:54.2,0x00000000078D522B,21,NULL,NULL,NULL,NULL
3451,OCABR 8 Day Waiver ,OCABR 8 Day Waiver ,10,1,2,4,50,NULL,1,NULL,2,PA,188,2,2,5,282,19:57.8,0x000000000763A71B,7,NULL,NULL,NULL,NULL
3452,PPA Additional Source Country,PPA Additional Source Country,6,1,2,-999,4,NULL,1,NULL,1,PPA,230,2,3,5,282,20:40.0,0x0000000007B00F23,7,NULL,NULL,NULL,NULL
3453,Pre submission,Pre submission,6,1,2,14,3,NULL,1,NULL,1,PA,319,2,3,5,282,21:51.2,0x0000000007C6CBF6,7,NULL,NULL,NULL,NULL
3454,Prescription Status,Prescription Status,10,1,2,4,50,NULL,1,NULL,2,PA,187,2,3,5,282,23:17.0,0x0000000007B00F30,7,NULL,NULL,NULL,NULL
3455,Product Information Complaints,Product Information Complaints,10,1,2,4,4,NULL,1,NULL,2,PA,254,2,2,5,282,23:50.9,0x000000000763A7A4,7,NULL,NULL,NULL,NULL
3456,Transfer ,Transfer ,12,1,2,13,50,NULL,1,NULL,2,PA,247,3,3,5,282,24:41.9,0x0000000007B00F36,13,NULL,NULL,NULL,NULL
3457,Transfer before Authorisation,Transfer before Authorisation,6,1,2,13,50,NULL,1,NULL,1,PA,228,2,3,5,282,25:37.1,0x0000000007B00F3C,7,NULL,NULL,NULL,NULL
3458,Withdrawal ,Withdrawal ,14,1,2,12,50,NULL,1,NULL,2,PA,249,2,3,5,282,26:14.8,0x0000000007B00F42,7,NULL,NULL,NULL,NULL
3459,CI Suspended,CI Suspended,10,1,2,-999,52,NULL,1,NULL,2,CI,329,2,3,5,282,32:33.2,0x00000000078D5A78,7,NULL,NULL,NULL,NULL
3460,DPR Annual Compliance Declaration,DPR Annual Compliance Declaration,-999,1,2,4,-999,NULL,1,NULL,2,DPR,258,2,2,5,282,36:11.6,0x0000000007648339,7,NULL,NULL,NULL,NULL
3461,DPR Notification,DPR Notification,6,1,2,5,50,1,1,5,1,DPR,248,2,3,5,282,36:50.3,0x0000000007B00EA6,7,NULL,NULL,NULL,NULL
3462,DPR Withdrawal ,DPR Withdrawal ,14,1,2,12,-999,NULL,1,NULL,2,DPR,256,2,2,5,282,37:28.9,0x0000000007649CDD,7,NULL,NULL,NULL,NULL
3463,Drug Device Consultation,Drug Device Consultation,6,1,2,-999,50,NULL,1,NULL,1,NULL,282,2,3,5,282,43:20.4,0x000000000764F6D0,7,NULL,NULL,NULL,NULL
3464,Drug Device Variation,Drug Device Variation,13,1,2,-999,50,NULL,1,NULL,2,,283,2,2,5,282,41:18.5,0x000000000764E9D8,7,NULL,NULL,NULL,NULL
3465,Fix Case,Fix Case,10,1,2,4,50,NULL,1,NULL,2,NULL,183,2,3,5,282,38:22.1,0x0000000007AD3E7F,7,NULL,NULL,NULL,NULL
3466,Homeopathic Renewal ,Homeopathic Renewal ,8,1,2,10,4,NULL,1,NULL,2,HOR,321,3,3,5,282,40:25.8,0x000000000764F384,18,NULL,NULL,NULL,NULL
3467,Homeopathic Variation,Homeopathic Variation,13,1,2,11,4,NULL,1,NULL,2,HOR,332,3,2,5,282,39:13.8,0x000000000764C5E7,7,NULL,NULL,NULL,NULL
3468,CT Amendment,CT Amendment,13,1,2,14,4,NULL,1,NULL,2,CT,177,2,3,5,282,28:40.2,0x0000000007B00FD6,7,NULL,NULL,NULL,NULL
3469,CT DSUR,CT DSUR,6,1,2,14,4,NULL,1,NULL,2,CT,173,3,2,5,282,45:53.4,0x000000000764F682,7,NULL,NULL,NULL,NULL
3470,CT End of Trial Declaration,CT End of Trial Declaration,6,1,2,14,4,NULL,1,NULL,2,CT,190,2,2,5,282,29:32.7,0x000000000764F68C,7,NULL,NULL,NULL,NULL
3471,CT End of Trial Report,CT End of Trial Report,6,1,2,14,4,NULL,1,NULL,2,CT,287,2,2,5,282,30:20.0,0x000000000764F69B,7,NULL,NULL,NULL,NULL
3472,CT General Activity,CT General Activity,6,1,2,14,50,NULL,1,NULL,2,CT,191,2,2,5,282,30:48.4,0x000000000764F6A5,7,NULL,NULL,NULL,NULL
3473,CT VHP Amendment P-NCA,CT VHP Amendment P-NCA,13,1,2,15,4,NULL,1,NULL,2,CT,315,2,3,5,282,33:27.5,0x0000000007900655,7,NULL,NULL,NULL,NULL
3474,CT VHP Amendment Ref-NCA,CT VHP Amendment Ref-NCA,13,1,2,15,4,NULL,1,NULL,2,CT,311,2,3,5,282,34:17.6,0x0000000007900685,7,NULL,NULL,NULL,NULL
3475,New CT,New CT,6,1,2,15,50,NULL,1,NULL,1,CT,189,3,2,5,282,35:08.8,0x000000000764F7EA,7,NULL,NULL,NULL,NULL
3476,New CT ATMP,New CT ATMP,6,1,2,15,4,NULL,1,NULL,1,CT,313,2,2,5,282,36:14.1,0x000000000764F83F,7,NULL,NULL,NULL,NULL
3477,New CT VHP P-NCA,New CT VHP P-NCA,6,1,2,15,4,NULL,1,NULL,1,CT,316,2,3,5,282,37:03.4,0x0000000007B00EC5,7,NULL,NULL,NULL,NULL
3478,Clinical Investigation,Clinical Investigation,6,1,2,14,4,NULL,1,NULL,1,CI,327,2,3,5,282,26:11.5,0x00000000078D5AF7,7,NULL,NULL,NULL,NULL
3479,Clinical Investigation Amendment,Clinical Investigation Amendment,13,1,2,14,4,NULL,1,NULL,2,CI,328,2,3,5,282,26:49.6,0x00000000078D5AFB,7,NULL,NULL,NULL,NULL
3480,Drug Device Consultation,Drug Device Consultation,6,1,2,-999,50,NULL,1,NULL,1,,282,3,2,5,282,58:20.9,0x000000000764F6D1,7,NULL,NULL,NULL,NULL
3481,Compassionate Use,Compassionate Use,6,1,2,-999,4,NULL,1,NULL,1,,253,2,3,5,282,27:40.0,0x00000000078D6112,7,NULL,NULL,NULL,NULL
